DATE;Season;VISITOR;V.PTS;HOME;H.PTS;OT;
12/25/2000;2001;Portland Trail Blazers;109;Los Angeles Lakers;104;;
12/26/2000;2001;Cleveland Cavaliers;110;Charlotte Hornets;115;OT;
12/26/2000;2001;Seattle SuperSonics;93;Dallas Mavericks;114;;
12/26/2000;2001;Los Angeles Clippers;108;Denver Nuggets;109;;
12/26/2000;2001;Boston Celtics;96;Detroit Pistons;101;;
12/26/2000;2001;Orlando Magic;77;Milwaukee Bucks;89;;
12/26/2000;2001;Toronto Raptors;97;Minnesota Timberwolves;100;;
12/26/2000;2001;Atlanta Hawks;81;New Jersey Nets;76;;
12/26/2000;2001;Houston Rockets;95;San Antonio Spurs;103;;
12/26/2000;2001;Philadelphia 76ers;97;Utah Jazz;91;;
12/26/2000;2001;Phoenix Suns;97;Vancouver Grizzlies;95;;
12/27/2000;2001;Philadelphia 76ers;118;Golden State Warriors;110;;
12/27/2000;2001;Seattle SuperSonics;107;Houston Rockets;92;;
12/27/2000;2001;Indiana Pacers;79;Miami Heat;91;;
12/27/2000;2001;New York Knicks;89;Washington Wizards;82;;
12/28/2000;2001;San Antonio Spurs;104;Chicago Bulls;105;;
12/28/2000;2001;Milwaukee Bucks;107;Cleveland Cavaliers;89;;
12/28/2000;2001;Los Angeles Clippers;96;Dallas Mavericks;105;;
12/28/2000;2001;Toronto Raptors;94;Denver Nuggets;93;;
12/28/2000;2001;Atlanta Hawks;81;Minnesota Timberwolves;88;;
12/28/2000;2001;Boston Celtics;112;New Jersey Nets;111;;
12/28/2000;2001;Detroit Pistons;96;Orlando Magic;102;;
12/28/2000;2001;Los Angeles Lakers;115;Phoenix Suns;78;;
12/28/2000;2001;Charlotte Hornets;87;Sacramento Kings;91;;
12/28/2000;2001;Portland Trail Blazers;103;Utah Jazz;102;OT;
12/29/2000;2001;Cleveland Cavaliers;97;Atlanta Hawks;85;;
12/29/2000;2001;Utah Jazz;89;Golden State Warriors;100;;
12/29/2000;2001;Washington Wizards;91;Miami Heat;98;;
12/29/2000;2001;Chicago Bulls;68;New York Knicks;95;;
12/29/2000;2001;Vancouver Grizzlies;81;Portland Trail Blazers;104;;
12/30/2000;2001;Orlando Magic;95;Boston Celtics;90;;
12/30/2000;2001;Houston Rockets;114;Dallas Mavericks;99;;
12/30/2000;2001;Milwaukee Bucks;113;Denver Nuggets;120;;
12/30/2000;2001;Miami Heat;110;Detroit Pistons;102;OT;
12/30/2000;2001;San Antonio Spurs;89;Indiana Pacers;77;;
12/30/2000;2001;Los Angeles Lakers;116;Los Angeles Clippers;114;OT;
12/30/2000;2001;New York Knicks;88;Minnesota Timberwolves;79;;
12/30/2000;2001;Toronto Raptors;103;Phoenix Suns;109;;
12/30/2000;2001;Philadelphia 76ers;107;Sacramento Kings;104;OT;
12/30/2000;2001;Charlotte Hornets;102;Seattle SuperSonics;104;;
12/30/2000;2001;Golden State Warriors;102;Vancouver Grizzlies;101;;
12/31/2000;2001;New Jersey Nets;77;Chicago Bulls;86;;
12/31/2000;2001;Detroit Pistons;96;Washington Wizards;110;;
1/1/2001;2001;Houston Rockets;96;Minnesota Timberwolves;106;;
1/1/2001;2001;Charlotte Hornets;67;Portland Trail Blazers;89;;
1/2/2001;2001;Boston Celtics;81;Atlanta Hawks;92;;
1/2/2001;2001;Milwaukee Bucks;104;Chicago Bulls;70;;
1/2/2001;2001;Houston Rockets;100;Cleveland Cavaliers;95;;
1/2/2001;2001;Toronto Raptors;97;Los Angeles Clippers;110;;
1/2/2001;2001;New Jersey Nets;120;Orlando Magic;110;;
1/2/2001;2001;Phoenix Suns;117;Sacramento Kings;121;OT;
1/2/2001;2001;Miami Heat;72;San Antonio Spurs;80;;
1/2/2001;2001;Indiana Pacers;91;Seattle SuperSonics;83;;
1/2/2001;2001;Minnesota Timberwolves;108;Washington Wizards;115;;
1/3/2001;2001;New York Knicks;100;Boston Celtics;91;;
1/3/2001;2001;Detroit Pistons;107;Dallas Mavericks;104;;
1/3/2001;2001;Denver Nuggets;111;Golden State Warriors;100;;
1/3/2001;2001;Utah Jazz;71;Los Angeles Lakers;82;;
1/3/2001;2001;Cleveland Cavaliers;83;Milwaukee Bucks;88;;
1/3/2001;2001;Atlanta Hawks;80;Philadelphia 76ers;98;;
1/3/2001;2001;Los Angeles Clippers;85;Phoenix Suns;90;;
1/3/2001;2001;Indiana Pacers;86;Portland Trail Blazers;102;;
1/3/2001;2001;Charlotte Hornets;89;Vancouver Grizzlies;99;;
1/4/2001;2001;Washington Wizards;96;Chicago Bulls;98;;
1/4/2001;2001;Detroit Pistons;97;Houston Rockets;107;;
1/4/2001;2001;New Jersey Nets;78;Miami Heat;81;;
1/4/2001;2001;Seattle SuperSonics;92;Minnesota Timberwolves;105;;
1/4/2001;2001;Orlando Magic;92;New York Knicks;95;OT;
1/5/2001;2001;Golden State Warriors;100;Boston Celtics;88;;
1/5/2001;2001;Utah Jazz;87;Denver Nuggets;100;;
1/5/2001;2001;Charlotte Hornets;86;Los Angeles Clippers;73;;
1/5/2001;2001;Seattle SuperSonics;89;Philadelphia 76ers;121;;
1/5/2001;2001;Vancouver Grizzlies;76;Phoenix Suns;108;;
1/5/2001;2001;Milwaukee Bucks;115;Portland Trail Blazers;119;;
1/5/2001;2001;Indiana Pacers;93;Sacramento Kings;91;OT;
1/5/2001;2001;Dallas Mavericks;115;Toronto Raptors;105;;
1/6/2001;2001;Orlando Magic;82;Atlanta Hawks;83;;
1/6/2001;2001;Philadelphia 76ers;107;Cleveland Cavaliers;103;;
1/6/2001;2001;Utah Jazz;99;Houston Rockets;97;;
1/6/2001;2001;Boston Celtics;86;Miami Heat;112;;
1/6/2001;2001;Golden State Warriors;92;New Jersey Nets;97;;
1/6/2001;2001;Detroit Pistons;101;San Antonio Spurs;108;;
1/6/2001;2001;Dallas Mavericks;103;Washington Wizards;85;;
1/7/2001;2001;Charlotte Hornets;87;Denver Nuggets;94;;
1/7/2001;2001;Los Angeles Clippers;118;Los Angeles Lakers;95;;
1/7/2001;2001;Washington Wizards;87;New York Knicks;103;;
1/7/2001;2001;Minnesota Timberwolves;108;Phoenix Suns;88;;
1/7/2001;2001;Seattle SuperSonics;92;Toronto Raptors;94;;
1/7/2001;2001;Milwaukee Bucks;117;Vancouver Grizzlies;120;;
1/8/2001;2001;Portland Trail Blazers;98;Boston Celtics;90;;
1/8/2001;2001;Dallas Mavericks;104;Chicago Bulls;91;;
1/8/2001;2001;New Jersey Nets;90;Cleveland Cavaliers;92;;
1/8/2001;2001;Indiana Pacers;85;Los Angeles Clippers;82;;
1/8/2001;2001;Golden State Warriors;78;Miami Heat;88;;
1/8/2001;2001;Minnesota Timberwolves;97;Sacramento Kings;100;;
1/9/2001;2001;Seattle SuperSonics;95;Atlanta Hawks;86;;
1/9/2001;2001;Chicago Bulls;95;Charlotte Hornets;102;3OT;
1/9/2001;2001;Washington Wizards;95;Milwaukee Bucks;99;;
1/9/2001;2001;Philadelphia 76ers;104;New Jersey Nets;87;;
1/9/2001;2001;San Antonio Spurs;112;Orlando Magic;95;;
1/9/2001;2001;Houston Rockets;110;Toronto Raptors;91;;
1/9/2001;2001;Indiana Pacers;99;Utah Jazz;103;;
1/9/2001;2001;Denver Nuggets;112;Vancouver Grizzlies;105;;
1/10/2001;2001;Miami Heat;76;Boston Celtics;88;;
1/10/2001;2001;Toronto Raptors;110;Detroit Pistons;85;;
1/10/2001;2001;Denver Nuggets;86;Los Angeles Clippers;92;;
1/10/2001;2001;Dallas Mavericks;106;Minnesota Timberwolves;86;;
1/10/2001;2001;Portland Trail Blazers;93;Philadelphia 76ers;75;;
1/10/2001;2001;Cleveland Cavaliers;103;Sacramento Kings;108;;
1/10/2001;2001;Seattle SuperSonics;104;Washington Wizards;101;;
1/11/2001;2001;Golden State Warriors;96;Atlanta Hawks;107;;
1/11/2001;2001;Portland Trail Blazers;83;Charlotte Hornets;70;;
1/11/2001;2001;Dallas Mavericks;94;Milwaukee Bucks;102;;
1/11/2001;2001;Orlando Magic;101;New Jersey Nets;87;;
1/11/2001;2001;Houston Rockets;76;New York Knicks;75;;
1/11/2001;2001;Indiana Pacers;85;Phoenix Suns;93;;
1/12/2001;2001;Toronto Raptors;93;Boston Celtics;72;;
1/12/2001;2001;Charlotte Hornets;86;Chicago Bulls;85;;
1/12/2001;2001;Sacramento Kings;93;Denver Nuggets;106;;
1/12/2001;2001;San Antonio Spurs;111;Detroit Pistons;90;;
1/12/2001;2001;Cleveland Cavaliers;98;Los Angeles Lakers;101;;
1/12/2001;2001;Los Angeles Clippers;89;Minnesota Timberwolves;95;;
1/12/2001;2001;Vancouver Grizzlies;102;Seattle SuperSonics;115;;
1/12/2001;2001;Philadelphia 76ers;86;Washington Wizards;82;;
1/13/2001;2001;Los Angeles Clippers;88;Atlanta Hawks;108;;
1/13/2001;2001;Phoenix Suns;103;Dallas Mavericks;86;;
1/13/2001;2001;Sacramento Kings;84;Houston Rockets;81;;
1/13/2001;2001;Miami Heat;71;Indiana Pacers;87;;
1/13/2001;2001;New Jersey Nets;81;Milwaukee Bucks;115;;
1/13/2001;2001;Portland Trail Blazers;78;New York Knicks;91;;
1/13/2001;2001;Golden State Warriors;94;Orlando Magic;111;;
1/13/2001;2001;San Antonio Spurs;83;Philadelphia 76ers;100;;
1/13/2001;2001;Los Angeles Lakers;103;Utah Jazz;111;;
1/13/2001;2001;Cleveland Cavaliers;107;Vancouver Grizzlies;119;;
1/14/2001;2001;Portland Trail Blazers;103;Detroit Pistons;96;;
1/14/2001;2001;Chicago Bulls;81;Miami Heat;90;;
1/14/2001;2001;Seattle SuperSonics;106;Phoenix Suns;87;;
1/14/2001;2001;Charlotte Hornets;99;Toronto Raptors;107;;
1/15/2001;2001;New Jersey Nets;84;Atlanta Hawks;78;;
1/15/2001;2001;Sacramento Kings;116;Dallas Mavericks;105;;
1/15/2001;2001;Seattle SuperSonics;111;Denver Nuggets;122;;
1/15/2001;2001;Cleveland Cavaliers;107;Golden State Warriors;101;;
1/15/2001;2001;Los Angeles Clippers;74;Indiana Pacers;89;;
1/15/2001;2001;Vancouver Grizzlies;112;Los Angeles Lakers;113;OT;
1/15/2001;2001;Boston Celtics;107;Minnesota Timberwolves;102;;
1/15/2001;2001;San Antonio Spurs;82;New York Knicks;104;;
1/15/2001;2001;Chicago Bulls;104;Orlando Magic;113;;
1/15/2001;2001;Charlotte Hornets;79;Philadelphia 76ers;84;;
1/15/2001;2001;Houston Rockets;104;Utah Jazz;116;OT;
1/15/2001;2001;Milwaukee Bucks;101;Washington Wizards;95;;
1/16/2001;2001;Toronto Raptors;99;Houston Rockets;114;;
1/16/2001;2001;Detroit Pistons;85;Miami Heat;93;;
1/16/2001;2001;Los Angeles Clippers;91;Milwaukee Bucks;112;;
1/16/2001;2001;Cleveland Cavaliers;83;Portland Trail Blazers;103;;
1/17/2001;2001;Dallas Mavericks;91;Charlotte Hornets;90;;
1/17/2001;2001;Vancouver Grizzlies;97;Denver Nuggets;121;;
1/17/2001;2001;Washington Wizards;89;New Jersey Nets;108;;
1/17/2001;2001;Chicago Bulls;88;Philadelphia 76ers;99;;
1/17/2001;2001;Boston Celtics;106;Sacramento Kings;111;;
1/17/2001;2001;Toronto Raptors;98;San Antonio Spurs;91;;
1/17/2001;2001;Phoenix Suns;89;Seattle SuperSonics;80;;
1/17/2001;2001;Minnesota Timberwolves;89;Utah Jazz;81;;
1/18/2001;2001;Detroit Pistons;116;Chicago Bulls;110;;
1/18/2001;2001;Orlando Magic;106;Dallas Mavericks;115;OT;
1/18/2001;2001;Houston Rockets;112;Golden State Warriors;104;;
1/18/2001;2001;Atlanta Hawks;76;Indiana Pacers;84;;
1/18/2001;2001;Boston Celtics;82;Los Angeles Clippers;79;;
1/18/2001;2001;Miami Heat;74;Portland Trail Blazers;85;;
1/19/2001;2001;Milwaukee Bucks;105;Charlotte Hornets;98;;
1/19/2001;2001;Cleveland Cavaliers;88;Denver Nuggets;91;;
1/19/2001;2001;New York Knicks;97;Detroit Pistons;91;;
1/19/2001;2001;Houston Rockets;101;Los Angeles Lakers;114;;
1/19/2001;2001;New Jersey Nets;86;Philadelphia 76ers;97;;
1/19/2001;2001;Golden State Warriors;103;Phoenix Suns;95;;
1/19/2001;2001;Minnesota Timberwolves;98;Seattle SuperSonics;93;;
1/19/2001;2001;Washington Wizards;79;Toronto Raptors;101;;
1/19/2001;2001;Miami Heat;97;Vancouver Grizzlies;86;;
1/20/2001;2001;Denver Nuggets;79;Dallas Mavericks;97;;
1/20/2001;2001;Chicago Bulls;103;New Jersey Nets;123;;
1/20/2001;2001;Sacramento Kings;111;Portland Trail Blazers;101;;
1/20/2001;2001;Orlando Magic;112;San Antonio Spurs;109;OT;
1/21/2001;2001;Milwaukee Bucks;102;Detroit Pistons;98;;
1/21/2001;2001;Boston Celtics;91;Golden State Warriors;94;;
1/21/2001;2001;Miami Heat;103;Los Angeles Lakers;92;;
1/21/2001;2001;Indiana Pacers;87;New York Knicks;74;;
1/21/2001;2001;Toronto Raptors;110;Philadelphia 76ers;106;OT;
1/21/2001;2001;Sacramento Kings;107;Seattle SuperSonics;109;;
1/21/2001;2001;Phoenix Suns;98;Utah Jazz;109;;
1/21/2001;2001;Minnesota Timberwolves;96;Vancouver Grizzlies;94;;
1/21/2001;2001;Atlanta Hawks;90;Washington Wizards;94;;
1/22/2001;2001;Portland Trail Blazers;58;Cleveland Cavaliers;84;;
1/23/2001;2001;Atlanta Hawks;82;Boston Celtics;83;;
1/23/2001;2001;Portland Trail Blazers;104;Chicago Bulls;100;;
1/23/2001;2001;Philadelphia 76ers;114;Dallas Mavericks;98;;
1/23/2001;2001;Houston Rockets;100;Denver Nuggets;105;;
1/23/2001;2001;New York Knicks;91;Milwaukee Bucks;105;;
1/23/2001;2001;Phoenix Suns;73;Minnesota Timberwolves;82;;
1/23/2001;2001;Toronto Raptors;111;Orlando Magic;116;2OT;
1/23/2001;2001;New Jersey Nets;104;Sacramento Kings;130;;
1/23/2001;2001;Vancouver Grizzlies;77;San Antonio Spurs;110;;
1/23/2001;2001;Los Angeles Lakers;80;Seattle SuperSonics;91;;
1/23/2001;2001;Golden State Warriors;78;Utah Jazz;100;;
1/23/2001;2001;Charlotte Hornets;95;Washington Wizards;97;;
1/24/2001;2001;New York Knicks;67;Charlotte Hornets;81;;
1/24/2001;2001;Chicago Bulls;86;Cleveland Cavaliers;94;;
1/24/2001;2001;Phoenix Suns;106;Detroit Pistons;73;;
1/24/2001;2001;New Jersey Nets;87;Golden State Warriors;109;;
1/24/2001;2001;Philadelphia 76ers;85;Houston Rockets;84;OT;
1/24/2001;2001;Seattle SuperSonics;114;Los Angeles Clippers;110;OT;
1/24/2001;2001;Toronto Raptors;83;Miami Heat;103;;
1/25/2001;2001;Vancouver Grizzlies;83;Dallas Mavericks;120;;
1/25/2001;2001;Portland Trail Blazers;92;Indiana Pacers;82;;
1/25/2001;2001;Orlando Magic;100;Minnesota Timberwolves;109;;
1/25/2001;2001;San Antonio Spurs;97;Sacramento Kings;91;;
1/25/2001;2001;Denver Nuggets;96;Utah Jazz;98;;
1/26/2001;2001;Washington Wizards;106;Atlanta Hawks;99;;
1/26/2001;2001;Phoenix Suns;83;Boston Celtics;99;;
1/26/2001;2001;Seattle SuperSonics;107;Golden State Warriors;105;;
1/26/2001;2001;Vancouver Grizzlies;89;Houston Rockets;106;;
1/26/2001;2001;New Jersey Nets;101;Los Angeles Lakers;113;;
1/26/2001;2001;Detroit Pistons;89;Philadelphia 76ers;105;;
1/27/2001;2001;Houston Rockets;110;Charlotte Hornets;97;;
1/27/2001;2001;Toronto Raptors;90;Chicago Bulls;80;;
1/27/2001;2001;Atlanta Hawks;101;Cleveland Cavaliers;90;;
1/27/2001;2001;Dallas Mavericks;100;Denver Nuggets;102;;
1/27/2001;2001;Sacramento Kings;101;Los Angeles Clippers;89;;
1/27/2001;2001;Detroit Pistons;108;Milwaukee Bucks;103;;
1/27/2001;2001;Portland Trail Blazers;80;Minnesota Timberwolves;93;;
1/27/2001;2001;Miami Heat;81;Orlando Magic;59;;
1/27/2001;2001;New Jersey Nets;97;Seattle SuperSonics;106;;
1/27/2001;2001;San Antonio Spurs;99;Utah Jazz;86;;
1/27/2001;2001;Phoenix Suns;82;Washington Wizards;89;;
1/28/2001;2001;Philadelphia 76ers;86;Indiana Pacers;81;;
1/28/2001;2001;Los Angeles Lakers;81;New York Knicks;91;;
1/29/2001;2001;Phoenix Suns;95;Atlanta Hawks;82;;
1/29/2001;2001;Detroit Pistons;87;Boston Celtics;99;;
1/29/2001;2001;Utah Jazz;97;Denver Nuggets;91;;
1/29/2001;2001;Charlotte Hornets;93;Golden State Warriors;85;;
1/29/2001;2001;San Antonio Spurs;96;Los Angeles Clippers;67;;
1/29/2001;2001;Milwaukee Bucks;96;Minnesota Timberwolves;99;;
1/29/2001;2001;New Jersey Nets;86;Vancouver Grizzlies;97;;
1/29/2001;2001;Cleveland Cavaliers;89;Washington Wizards;95;;
1/30/2001;2001;Los Angeles Lakers;102;Cleveland Cavaliers;96;;
1/30/2001;2001;Miami Heat;103;Houston Rockets;85;;
1/30/2001;2001;Indiana Pacers;86;Orlando Magic;93;;
1/30/2001;2001;Chicago Bulls;81;Portland Trail Blazers;92;;
1/30/2001;2001;Golden State Warriors;79;Sacramento Kings;105;;
1/30/2001;2001;Utah Jazz;102;Seattle SuperSonics;88;;
1/30/2001;2001;Philadelphia 76ers;89;Toronto Raptors;96;;
1/31/2001;2001;Toronto Raptors;97;Atlanta Hawks;102;;
1/31/2001;2001;Boston Celtics;102;Indiana Pacers;96;OT;
1/31/2001;2001;Denver Nuggets;111;Milwaukee Bucks;116;;
1/31/2001;2001;Los Angeles Lakers;83;Minnesota Timberwolves;96;;
1/31/2001;2001;Detroit Pistons;112;New Jersey Nets;103;;
1/31/2001;2001;Vancouver Grizzlies;92;Phoenix Suns;101;;
1/31/2001;2001;Los Angeles Clippers;70;San Antonio Spurs;92;;
1/31/2001;2001;Orlando Magic;100;Washington Wizards;96;;
2/1/2001;2001;Minnesota Timberwolves;90;Cleveland Cavaliers;81;;
2/1/2001;2001;Miami Heat;91;Dallas Mavericks;95;OT;
2/1/2001;2001;Los Angeles Clippers;101;Houston Rockets;84;;
2/1/2001;2001;Philadelphia 76ers;87;New York Knicks;80;;
2/1/2001;2001;Phoenix Suns;92;Portland Trail Blazers;100;;
2/1/2001;2001;Chicago Bulls;91;Seattle SuperSonics;97;;
2/1/2001;2001;Charlotte Hornets;76;Utah Jazz;87;;
2/2/2001;2001;Miami Heat;91;Atlanta Hawks;80;;
2/2/2001;2001;Boston Celtics;102;Detroit Pistons;95;;
2/2/2001;2001;Denver Nuggets;94;Indiana Pacers;103;;
2/2/2001;2001;Charlotte Hornets;87;Los Angeles Lakers;93;;
2/2/2001;2001;New York Knicks;95;New Jersey Nets;71;;
2/2/2001;2001;Orlando Magic;123;Philadelphia 76ers;117;2OT;
2/2/2001;2001;Vancouver Grizzlies;95;Sacramento Kings;105;;
2/3/2001;2001;Detroit Pistons;88;Cleveland Cavaliers;81;OT;
2/3/2001;2001;Golden State Warriors;95;Dallas Mavericks;101;;
2/3/2001;2001;Portland Trail Blazers;89;Los Angeles Clippers;90;;
2/3/2001;2001;Indiana Pacers;85;Milwaukee Bucks;104;;
2/3/2001;2001;Atlanta Hawks;84;Orlando Magic;96;;
2/3/2001;2001;Houston Rockets;88;San Antonio Spurs;90;;
2/3/2001;2001;Minnesota Timberwolves;108;Toronto Raptors;105;;
2/3/2001;2001;Seattle SuperSonics;91;Utah Jazz;111;;
2/3/2001;2001;Chicago Bulls;84;Vancouver Grizzlies;91;;
2/3/2001;2001;Denver Nuggets;105;Washington Wizards;100;;
2/4/2001;2001;Cleveland Cavaliers;82;Boston Celtics;103;;
2/4/2001;2001;Sacramento Kings;94;Los Angeles Lakers;100;;
2/4/2001;2001;New York Knicks;103;Miami Heat;100;OT;
2/4/2001;2001;Philadelphia 76ers;89;New Jersey Nets;96;;
2/4/2001;2001;Charlotte Hornets;82;Phoenix Suns;85;;
2/5/2001;2001;Dallas Mavericks;91;Atlanta Hawks;81;;
2/5/2001;2001;New York Knicks;86;Houston Rockets;100;;
2/5/2001;2001;Chicago Bulls;82;Los Angeles Clippers;102;;
2/5/2001;2001;Denver Nuggets;80;Philadelphia 76ers;99;;
2/5/2001;2001;Golden State Warriors;85;San Antonio Spurs;109;;
2/5/2001;2001;Vancouver Grizzlies;82;Seattle SuperSonics;95;;
2/5/2001;2001;Boston Celtics;98;Toronto Raptors;110;;
2/6/2001;2001;Orlando Magic;109;Charlotte Hornets;83;;
2/6/2001;2001;Denver Nuggets;83;Detroit Pistons;94;;
2/6/2001;2001;Indiana Pacers;89;Miami Heat;102;;
2/6/2001;2001;Sacramento Kings;109;Milwaukee Bucks;112;;
2/6/2001;2001;Atlanta Hawks;84;New Jersey Nets;90;;
2/6/2001;2001;Chicago Bulls;80;Phoenix Suns;97;;
2/7/2001;2001;Milwaukee Bucks;91;Boston Celtics;94;;
2/7/2001;2001;San Antonio Spurs;107;Cleveland Cavaliers;89;;
2/7/2001;2001;Los Angeles Clippers;88;Golden State Warriors;89;;
2/7/2001;2001;Phoenix Suns;83;Los Angeles Lakers;85;;
2/7/2001;2001;Sacramento Kings;88;Minnesota Timberwolves;117;;
2/7/2001;2001;Dallas Mavericks;93;New York Knicks;96;2OT;
2/7/2001;2001;Washington Wizards;98;Orlando Magic;107;;
2/7/2001;2001;Houston Rockets;112;Philadelphia 76ers;87;;
2/7/2001;2001;Seattle SuperSonics;80;Portland Trail Blazers;97;;
2/7/2001;2001;Utah Jazz;92;Vancouver Grizzlies;82;;
2/8/2001;2001;Atlanta Hawks;84;Charlotte Hornets;101;;
2/8/2001;2001;Houston Rockets;103;Detroit Pistons;90;;
2/8/2001;2001;San Antonio Spurs;97;New Jersey Nets;99;;
2/8/2001;2001;Denver Nuggets;92;Toronto Raptors;99;;
2/13/2001;2001;Atlanta Hawks;92;Chicago Bulls;96;;
2/13/2001;2001;Toronto Raptors;120;Cleveland Cavaliers;105;;
2/13/2001;2001;New York Knicks;77;Denver Nuggets;96;;
2/13/2001;2001;Phoenix Suns;93;Golden State Warriors;83;;
2/13/2001;2001;Washington Wizards;89;Houston Rockets;99;;
2/13/2001;2001;Charlotte Hornets;77;Indiana Pacers;66;;
2/13/2001;2001;Los Angeles Clippers;99;Miami Heat;101;OT;
2/13/2001;2001;Philadelphia 76ers;107;Milwaukee Bucks;104;;
2/13/2001;2001;Los Angeles Lakers;113;New Jersey Nets;110;OT;
2/13/2001;2001;Minnesota Timberwolves;88;Portland Trail Blazers;109;;
2/13/2001;2001;Dallas Mavericks;92;San Antonio Spurs;104;;
2/13/2001;2001;Sacramento Kings;97;Utah Jazz;94;OT;
2/13/2001;2001;Boston Celtics;98;Vancouver Grizzlies;99;;
2/14/2001;2001;Milwaukee Bucks;102;Atlanta Hawks;98;;
2/14/2001;2001;New Jersey Nets;86;Detroit Pistons;105;;
2/14/2001;2001;Los Angeles Clippers;101;Orlando Magic;114;;
2/14/2001;2001;Los Angeles Lakers;97;Philadelphia 76ers;112;;
2/14/2001;2001;Minnesota Timberwolves;96;Phoenix Suns;104;;
2/14/2001;2001;New York Knicks;90;Utah Jazz;106;;
2/15/2001;2001;Cleveland Cavaliers;81;Dallas Mavericks;102;;
2/15/2001;2001;Detroit Pistons;73;Indiana Pacers;82;;
2/15/2001;2001;Sacramento Kings;81;Portland Trail Blazers;105;;
2/15/2001;2001;Washington Wizards;78;San Antonio Spurs;102;;
2/15/2001;2001;Boston Celtics;108;Seattle SuperSonics;88;;
2/15/2001;2001;Miami Heat;98;Toronto Raptors;91;OT;
2/15/2001;2001;Golden State Warriors;89;Vancouver Grizzlies;99;;
2/16/2001;2001;Los Angeles Lakers;99;Charlotte Hornets;94;;
2/16/2001;2001;Vancouver Grizzlies;92;Golden State Warriors;79;;
2/16/2001;2001;San Antonio Spurs;91;Minnesota Timberwolves;85;;
2/16/2001;2001;New Jersey Nets;104;New York Knicks;114;;
2/16/2001;2001;Houston Rockets;93;Orlando Magic;108;;
2/16/2001;2001;Los Angeles Clippers;93;Philadelphia 76ers;108;;
2/16/2001;2001;Denver Nuggets;84;Sacramento Kings;117;;
2/17/2001;2001;Miami Heat;82;Chicago Bulls;89;;
2/17/2001;2001;Washington Wizards;105;Dallas Mavericks;112;;
2/17/2001;2001;Cleveland Cavaliers;80;Houston Rockets;92;;
2/17/2001;2001;Charlotte Hornets;103;Milwaukee Bucks;93;;
2/17/2001;2001;Boston Celtics;85;Portland Trail Blazers;81;;
2/17/2001;2001;Atlanta Hawks;101;Seattle SuperSonics;94;;
2/18/2001;2001;Washington Wizards;101;Denver Nuggets;98;;
2/18/2001;2001;Atlanta Hawks;98;Golden State Warriors;91;;
2/18/2001;2001;Los Angeles Lakers;109;Indiana Pacers;110;;
2/18/2001;2001;Vancouver Grizzlies;110;Minnesota Timberwolves;102;;
2/18/2001;2001;Los Angeles Clippers;96;New Jersey Nets;102;OT;
2/18/2001;2001;New York Knicks;88;Orlando Magic;96;;
2/18/2001;2001;Phoenix Suns;98;Philadelphia 76ers;104;;
2/18/2001;2001;Utah Jazz;94;Sacramento Kings;90;;
2/18/2001;2001;San Antonio Spurs;92;Toronto Raptors;74;;
2/19/2001;2001;Chicago Bulls;84;Cleveland Cavaliers;85;;
2/19/2001;2001;Los Angeles Clippers;111;Detroit Pistons;106;OT;
2/19/2001;2001;San Antonio Spurs;98;Milwaukee Bucks;102;;
2/19/2001;2001;Boston Celtics;99;Utah Jazz;114;;
2/20/2001;2001;Milwaukee Bucks;101;Chicago Bulls;92;;
2/20/2001;2001;Los Angeles Lakers;119;Dallas Mavericks;109;;
2/20/2001;2001;Boston Celtics;84;Houston Rockets;101;;
2/20/2001;2001;Miami Heat;74;New York Knicks;76;;
2/20/2001;2001;Phoenix Suns;110;Orlando Magic;104;;
2/20/2001;2001;Denver Nuggets;94;Portland Trail Blazers;104;;
2/20/2001;2001;Atlanta Hawks;80;Sacramento Kings;94;;
2/20/2001;2001;Golden State Warriors;102;Toronto Raptors;113;;
2/20/2001;2001;Vancouver Grizzlies;116;Washington Wizards;104;;
2/21/2001;2001;Los Angeles Clippers;100;Cleveland Cavaliers;94;;
2/21/2001;2001;New York Knicks;85;Detroit Pistons;90;;
2/21/2001;2001;Phoenix Suns;100;Miami Heat;85;;
2/21/2001;2001;Houston Rockets;89;Minnesota Timberwolves;83;;
